bo3_id,players,winner,score,replay_urls,maps,total_duration_min,time_span_hours,description
Bo3_3944,[DmE]Roostyla vs [LTP]onename,[DmE]Roostyla,3-0,"https://api.bar-rts.com/replays/ea244468444a67223103f0cb2a2581e9,https://api.bar-rts.com/replays/aa28446822f4773a9e7116125c29e749,https://api.bar-rts.com/replays/d52a4468d1d68f7004d510026a139d45","Unknown, Unknown, Unknown",37,0.4,Bo3 3944: [DmE]Roostyla vs [LTP]onename - [DmE]Roostyla wins 3-0 (37min)
Bo3_3945,Senzor vs [HypE]CommanderBrad,Senzor,2-1,"https://api.bar-rts.com/replays/5d9e2768399628c646267ed98a243245,https://api.bar-rts.com/replays/a0a12768f18153f52edc13614983bc2f,https://api.bar-rts.com/replays/40a627688d0d3f7db26a136b87dcb3ae","Unknown, Unknown, Unknown",37,0.6,Bo3 3945: Senzor vs [HypE]CommanderBrad - Senzor wins 2-1 (37min)
Bo3_3946,Yutenshi vs [DmE]Mirrored,[DmE]Mirrored,2-1,"https://api.bar-rts.com/replays/eafb356845d124b19a55c5baf93059af,https://api.bar-rts.com/replays/7bfe356812ab7f92985b2d69045986e0,https://api.bar-rts.com/replays/e2f539687f1e40129b10b3e990a6d351","Unknown, Unknown, Unknown",37,72.4,Bo3 3946: Yutenshi vs [DmE]Mirrored - [DmE]Mirrored wins 2-1 (37min)
Bo3_3947,LtheWorldclaimer vs Minepro119,Minepro119,2-0,"https://api.bar-rts.com/replays/eb2036686f7d6071d7176738372568c5,https://api.bar-rts.com/replays/54223668a360a34495f6306b46e5d937,https://api.bar-rts.com/replays/6f263668cad7534dadac4786aadf0ca4","Unknown, Unknown, Unknown",37,0.4,Bo3 3947: LtheWorldclaimer vs Minepro119 - Minepro119 wins 2-0 (37min)
Bo3_3948,[FEN]Glommander vs [FEN]Krogoths_March,[FEN]Glommander,3-0,"https://api.bar-rts.com/replays/3b20526802e8633b73745c29defa33dd,https://api.bar-rts.com/replays/162652687ad8b33a1ce54b0dbe6bf663,https://api.bar-rts.com/replays/3f285268f1eb828ccdc7521794d184eb","Unknown, Unknown, Unknown",37,0.6,Bo3 3948: [FEN]Glommander vs [FEN]Krogoths_March - [FEN]Glommander wins 3-0 (37min)
Bo3_3949,Mitvit vs RebelNode,RebelNode,3-0,"https://api.bar-rts.com/replays/b03823687e716c41e4a86fbcdbd438c8,https://api.bar-rts.com/replays/d63b236830cb88b97c6667608ef592c3,https://api.bar-rts.com/replays/803f2368783770c2f83004fcbca275ae","Unknown, Unknown, Unknown",37,0.5,Bo3 3949: Mitvit vs RebelNode - RebelNode wins 3-0 (37min)
Bo3_3950,Elril26 vs Hellontoast,Hellontoast,2-1,"https://api.bar-rts.com/replays/86fa0d68f1474fdffe14db0b6e12b92d,https://api.bar-rts.com/replays/493e0f68feebacaec960dbc68a03bd07,https://api.bar-rts.com/replays/52980f68d0edc7451112c760d6f3482c","Unknown, Unknown, Unknown",37,29.4,Bo3 3950: Elril26 vs Hellontoast - Hellontoast wins 2-1 (37min)
Bo3_3951,Don_Mignotte vs MeowCatMeow,MeowCatMeow,3-0,"https://api.bar-rts.com/replays/4bb25b68737487da92da37fc35c5a178,https://api.bar-rts.com/replays/58b65b686564744dd079c9a1f78004a0,https://api.bar-rts.com/replays/75b95b687a309a82e59196a9a2283ad7","Unknown, Unknown, Unknown",37,0.5,Bo3 3951: Don_Mignotte vs MeowCatMeow - MeowCatMeow wins 3-0 (37min)
Bo3_3952,Alexi_5000 vs NoPRO_Hat_without,Alexi_5000,3-0,"https://api.bar-rts.com/replays/ec533368dae9853f0e952890d6652b9a,https://api.bar-rts.com/replays/be5533689fe433a1bf828b60b414922e,https://api.bar-rts.com/replays/245b336826466b4e9752a65c9b8f4886","Unknown, Unknown, Unknown",37,0.5,Bo3 3952: Alexi_5000 vs NoPRO_Hat_without - Alexi_5000 wins 3-0 (37min)
Bo3_3953,32113 vs Hat_without_head,Hat_without_head,3-0,"https://api.bar-rts.com/replays/b55a69685b5f60f659d8b996c2abda26,https://api.bar-rts.com/replays/ae5d6968406cc2b0af11bff2178ebfc2,https://api.bar-rts.com/replays/845f69688bf167e13c5ed78e2ad5dc1b","Unknown, Unknown, Unknown",37,0.3,Bo3 3953: 32113 vs Hat_without_head - Hat_without_head wins 3-0 (37min)
Bo3_3954,Dreamlight vs _o[]]o_,Dreamlight,2-1,"https://api.bar-rts.com/replays/f3722568e947457cc988564554930b11,https://api.bar-rts.com/replays/7c762568d0e06e8ec7309fc369d8e975,https://api.bar-rts.com/replays/117c2568aab05de292e4dd538c19e7f5","Unknown, Unknown, Unknown",37,0.6,Bo3 3954: Dreamlight vs _o[]]o_ - Dreamlight wins 2-1 (37min)
Bo3_3955,Exrus vs nezero,Exrus,2-0,"https://api.bar-rts.com/replays/4f470568f7f735710a4121f5e0c17f38,https://api.bar-rts.com/replays/e5d006681dd7f2ea4d876004a33b9cb1,https://api.bar-rts.com/replays/8cdf06685095be8cd4f30ed816cd9c01","Unknown, Unknown, Unknown",37,29.0,Bo3 3955: Exrus vs nezero - Exrus wins 2-0 (37min)
Bo3_3956,LeninBomber vs NoPRO_Hat_without,NoPRO_Hat_without,2-1,"https://api.bar-rts.com/replays/49b33468da33fd6b41e65ce0d0222b8c,https://api.bar-rts.com/replays/bfb6346852613d5301eb4fe3b7d56bbe,https://api.bar-rts.com/replays/4abc346842caf74f002776db6d8f7eba","Unknown, Unknown, Unknown",37,0.6,Bo3 3956: LeninBomber vs NoPRO_Hat_without - NoPRO_Hat_without wins 2-1 (37min)
Bo3_3957,Raider vs TotalDannihiliation,TotalDannihiliation,2-1,"https://api.bar-rts.com/replays/51983d682ff71bdddbed75f0327314df,https://api.bar-rts.com/replays/b09b3d68daf077026b2963141b77604b,https://api.bar-rts.com/replays/d39d3d68c0a548497c208fa67c1cc5f0","Unknown, Unknown, Unknown",37,0.4,Bo3 3957: Raider vs TotalDannihiliation - TotalDannihiliation wins 2-1 (37min)
Bo3_3958,[DmE]Spupport vs voteforpedro117,[DmE]Spupport,3-0,"https://api.bar-rts.com/replays/105f04682bf812c0291635f4bcc525e4,https://api.bar-rts.com/replays/5f480868ca2409f03a7e9e78bdb82bce,https://api.bar-rts.com/replays/014c086846ffcd45e193e1f1faecfb0e","Unknown, Unknown, Unknown",37,71.5,Bo3 3958: [DmE]Spupport vs voteforpedro117 - [DmE]Spupport wins 3-0 (37min)
Bo3_3959,Baldric vs modulo,modulo,3-0,"https://api.bar-rts.com/replays/7d8f506893324786d1d4b8c811bc6e06,https://api.bar-rts.com/replays/088e5468c5e45996ecbf2fb95a31bbc5,https://api.bar-rts.com/replays/299854680e5e497884c810b80348a555","Unknown, Unknown, Unknown",37,73.4,Bo3 3959: Baldric vs modulo - modulo wins 3-0 (37min)
Bo3_3960,ImDirky vs Nemesis3030,Nemesis3030,2-0,"https://api.bar-rts.com/replays/2a1f64689f5069a2f026e61e44cd8bd8,https://api.bar-rts.com/replays/f22164680670386bf53ebfefacce0d8b,https://api.bar-rts.com/replays/5b5865687708f0f5eb72daa770555afa","Unknown, Unknown, Unknown",37,22.3,Bo3 3960: ImDirky vs Nemesis3030 - Nemesis3030 wins 2-0 (37min)
Bo3_3961,Haachamachama vs modulo,modulo,2-1,"https://api.bar-rts.com/replays/34fa4568ba7e2bc1acaf270346374dee,https://api.bar-rts.com/replays/e8fa46687fad264c3849358b89a5cfcd,https://api.bar-rts.com/replays/defc46684739fd0df473189fb64357b1","Unknown, Unknown, Unknown",37,18.4,Bo3 3961: Haachamachama vs modulo - modulo wins 2-1 (37min)
Bo3_3962,Camellll vs fnT,Camellll,2-1,"https://api.bar-rts.com/replays/4a8845688fba0eb361afa26031c8e11d,https://api.bar-rts.com/replays/978c4568caabe95ead3f766f62bf1db2,https://api.bar-rts.com/replays/f63c4868124b53731ec68214b8494b67","Unknown, Unknown, Unknown",37,49.3,Bo3 3962: Camellll vs fnT - Camellll wins 2-1 (37min)
Bo3_3963,Tommyboi vs ryan134120,ryan134120,2-1,"https://api.bar-rts.com/replays/d86b3e68b149fdb463199033e997c925,https://api.bar-rts.com/replays/3bf74468f97aaf0c3e308eeede6d7eb4,https://api.bar-rts.com/replays/5efa44680f10a61bdee6f62d7b71bd92","Unknown, Unknown, Unknown",37,119.4,Bo3 3963: Tommyboi vs ryan134120 - ryan134120 wins 2-1 (37min)
Bo3_3964,[HypE]CommanderBrad vs [HypE]RupeDogg,[HypE]RupeDogg,2-1,"https://api.bar-rts.com/replays/7ef85d68afcd2caa98663990663020e8,https://api.bar-rts.com/replays/f4fb5d68e2de0c5a76308e6eb34c9503,https://api.bar-rts.com/replays/68ff5d6837b13463f920eca263f765ac","Unknown, Unknown, Unknown",37,0.5,Bo3 3964: [HypE]CommanderBrad vs [HypE]RupeDogg - [HypE]RupeDogg wins 2-1 (37min)
Bo3_3965,Beanominator vs DeRandom,Beanominator,2-1,"https://api.bar-rts.com/replays/f7c016683959f1d32585c8cb0b493d86,https://api.bar-rts.com/replays/98c316682ba119a6b80934060e734eb4,https://api.bar-rts.com/replays/dbcf1b685865e0865fad366e83679fb5","Unknown, Unknown, Unknown",37,92.1,Bo3 3965: Beanominator vs DeRandom - Beanominator wins 2-1 (37min)
Bo3_3966,[HypE]CommanderBrad vs [HypE]RupeDogg,[HypE]CommanderBrad,2-1,"https://api.bar-rts.com/replays/b7d33368bec9169f01f352714ea79e60,https://api.bar-rts.com/replays/f2d73368a6521cefae0e23b4bec5ed5d,https://api.bar-rts.com/replays/31de3368d14bc6197d1955a50aa6a536","Unknown, Unknown, Unknown",37,0.7,Bo3 3966: [HypE]CommanderBrad vs [HypE]RupeDogg - [HypE]CommanderBrad wins 2-1 (37min)
Bo3_3967,NoPRO_Hat_without vs Ultragodzilla,NoPRO_Hat_without,2-1,"https://api.bar-rts.com/replays/3e9d3068e02d617a3c59395092eef4db,https://api.bar-rts.com/replays/28a03068a390873abeac8c45e7d7a3c0,https://api.bar-rts.com/replays/5ca930689d8bfafdedc67d758c7ca1d3","Unknown, Unknown, Unknown",37,0.9,Bo3 3967: NoPRO_Hat_without vs Ultragodzilla - NoPRO_Hat_without wins 2-1 (37min)
Bo3_3968,Borbarox vs Neeh,Neeh,2-1,"https://api.bar-rts.com/replays/51fa6b6801e7ef437698f3a9fa85b33d,https://api.bar-rts.com/replays/dbfd6b68655c74144757c9d651dec4e5,https://api.bar-rts.com/replays/08016c68412f4233eb69f0263afc511c","Unknown, Unknown, Unknown",37,0.5,Bo3 3968: Borbarox vs Neeh - Neeh wins 2-1 (37min)
Bo3_3969,[HypE]CommanderBrad vs [HypE]RupeDogg,[HypE]RupeDogg,2-1,"https://api.bar-rts.com/replays/4ed81668fdc2d365ab2ab705e5bc2b66,https://api.bar-rts.com/replays/8bdb1668d94c9805bfbc2217f031e070,https://api.bar-rts.com/replays/e2de16686b6b2dc367d2484eebf42f29","Unknown, Unknown, Unknown",37,0.5,Bo3 3969: [HypE]CommanderBrad vs [HypE]RupeDogg - [HypE]RupeDogg wins 2-1 (37min)
Bo3_3970,AreYouNotEntertained vs Jamerz,Jamerz,3-0,"https://api.bar-rts.com/replays/0b933a689de7d6bd58a5c76f0e09e06a,https://api.bar-rts.com/replays/05973a689683d0ce5829aa2c03349f05,https://api.bar-rts.com/replays/b1993a68a5001897590457670136478b","Unknown, Unknown, Unknown",37,0.5,Bo3 3970: AreYouNotEntertained vs Jamerz - Jamerz wins 3-0 (37min)
Bo3_3971,Golgotai vs whitetiger2819,Golgotai,3-0,"https://api.bar-rts.com/replays/9ee9136834355617064b6a0657263877,https://api.bar-rts.com/replays/a0ed13686071c252b61c7a0a6f86256f,https://api.bar-rts.com/replays/c5f01368072e330a2a884e1cf81f731f","Unknown, Unknown, Unknown",37,0.5,Bo3 3971: Golgotai vs whitetiger2819 - Golgotai wins 3-0 (37min)
Bo3_3972,Elril26 vs Porsicus,Elril26,3-0,"https://api.bar-rts.com/replays/210b32684a595acac3dad87c37f6f003,https://api.bar-rts.com/replays/f9ed3868d9e2213687de38d3d9fb39b4,https://api.bar-rts.com/replays/43f03868ed8bba0ee67bfa2361d90033","Unknown, Unknown, Unknown",37,125.5,Bo3 3972: Elril26 vs Porsicus - Elril26 wins 3-0 (37min)
Bo3_3973,Doominator10 vs _o[]]o_,_o[]]o_,3-0,"https://api.bar-rts.com/replays/08e32f68c94b888d598c18be1782d859,https://api.bar-rts.com/replays/bce82f68f92af2062ee4d7bfc384f429,https://api.bar-rts.com/replays/ddea2f68d7c1404867396d04a656fabe","Unknown, Unknown, Unknown",37,0.6,Bo3 3973: Doominator10 vs _o[]]o_ - _o[]]o_ wins 3-0 (37min)
Bo3_3974,TrainingDummy vs purpleheart,TrainingDummy,2-1,"https://api.bar-rts.com/replays/0f37636811095b2bbc7e87a2fd9dc450,https://api.bar-rts.com/replays/78596468075d3f878e1d6874ee472341,https://api.bar-rts.com/replays/3f966968d9a14ca0dd27dbb51d0e9532","Unknown, Unknown, Unknown",37,116.0,Bo3 3974: TrainingDummy vs purpleheart - TrainingDummy wins 2-1 (37min)
Bo3_3975,Beanominator vs galgtonold,galgtonold,2-1,"https://api.bar-rts.com/replays/2c5a346804d2e9fe541f34f16833e1d1,https://api.bar-rts.com/replays/6e603468f9c4b58d0ac1416c24b9c996,https://api.bar-rts.com/replays/c96438681f536591c3f5b45ad7963ad9","Unknown, Unknown, Unknown",37,73.6,Bo3 3975: Beanominator vs galgtonold - galgtonold wins 2-1 (37min)
Bo3_3976,Baldric vs Jamerz,Jamerz,2-1,"https://api.bar-rts.com/replays/23564b68e80e23aab68032602a059da5,https://api.bar-rts.com/replays/bf594b68aeca1720db48c34c891d1482,https://api.bar-rts.com/replays/1a604b68a60a183c4b976279c58883d7","Unknown, Unknown, Unknown",37,0.7,Bo3 3976: Baldric vs Jamerz - Jamerz wins 2-1 (37min)
Bo3_3977,LilKerm vs yyyy,yyyy,2-1,"https://api.bar-rts.com/replays/82ac22683b4917d9f2bbf0918e33caf8,https://api.bar-rts.com/replays/8eae22683cfaba2217f0e612aeb70f2a,https://api.bar-rts.com/replays/aeb22268ec004acc3b71306f3aec6464","Unknown, Unknown, Unknown",37,0.4,Bo3 3977: LilKerm vs yyyy - yyyy wins 2-1 (37min)
Bo3_3978,[DmE]Hellontoast vs [ZFC]Zeteo,[ZFC]Zeteo,3-0,"https://api.bar-rts.com/replays/7ece1a68a158c02f0e8113f4e2c31373,https://api.bar-rts.com/replays/1bd11a687c594affaf49df66bcfadc94,https://api.bar-rts.com/replays/efda1a68628951f684e099b70bcb9f16","Unknown, Unknown, Unknown",37,0.9,Bo3 3978: [DmE]Hellontoast vs [ZFC]Zeteo - [ZFC]Zeteo wins 3-0 (37min)
Bo3_3979,Marnes vs Xperiment84,Marnes,2-1,"https://api.bar-rts.com/replays/1d5e1e6883afe0d7aa432595bd510a4a,https://api.bar-rts.com/replays/df611e68270dc4581c2693f94dd99c5d,https://api.bar-rts.com/replays/4a661e6842392dbc4a9e2bc8629e7d06","Unknown, Unknown, Unknown",37,0.6,Bo3 3979: Marnes vs Xperiment84 - Marnes wins 2-1 (37min)
Bo3_3980,PRO_ElmerFudd vs [DmE]FlyingDuck,[DmE]FlyingDuck,3-0,"https://api.bar-rts.com/replays/7ccc59684ba8c32c7d50f40baa823b71,https://api.bar-rts.com/replays/0bcf596884d6fb59ccf98d29a271f3b1,https://api.bar-rts.com/replays/e9d15968a5197e7a9851d85c9ca6b2a1","Unknown, Unknown, Unknown",37,0.4,Bo3 3980: PRO_ElmerFudd vs [DmE]FlyingDuck - [DmE]FlyingDuck wins 3-0 (37min)
Bo3_3981,Tilfidius_Lamarre vs precisehawk4068,precisehawk4068,3-0,"https://api.bar-rts.com/replays/be1f296876f00d312e67659782d72458,https://api.bar-rts.com/replays/60212968f53b459b68e45fdfd10d02aa,https://api.bar-rts.com/replays/c925296839245253b2d09c65c0b3d28c","Unknown, Unknown, Unknown",37,0.4,Bo3 3981: Tilfidius_Lamarre vs precisehawk4068 - precisehawk4068 wins 3-0 (37min)
Bo3_3982,[DmE]C3BO vs [DmE]Wraxell,[DmE]Wraxell,3-0,"https://api.bar-rts.com/replays/58a0386894d4100243f8d51b317351b4,https://api.bar-rts.com/replays/fea23868ec6c2fbbe1203032e4c0e9ce,https://api.bar-rts.com/replays/54a7386894f997a988026f7844e3492b","Unknown, Unknown, Unknown",37,0.5,Bo3 3982: [DmE]C3BO vs [DmE]Wraxell - [DmE]Wraxell wins 3-0 (37min)
Bo3_3983,KickMove vs TrainingDummy,TrainingDummy,3-0,"https://api.bar-rts.com/replays/42b46168d189ea4bee4b76faf2751169,https://api.bar-rts.com/replays/1ab661681066a253a7b98f97ed09f198,https://api.bar-rts.com/replays/64c16168938c5eac09900d89401514ec","Unknown, Unknown, Unknown",37,0.9,Bo3 3983: KickMove vs TrainingDummy - TrainingDummy wins 3-0 (37min)
Bo3_3984,GoTraurig vs toughactin,toughactin,2-1,"https://api.bar-rts.com/replays/c1e60a681194062d14b3aefaadf68664,https://api.bar-rts.com/replays/93ea0a68a618d03ada3d4c7c72254d20,https://api.bar-rts.com/replays/4aef0a68b29f6ae9238f32c299379909","Unknown, Unknown, Unknown",37,0.6,Bo3 3984: GoTraurig vs toughactin - toughactin wins 2-1 (37min)
Bo3_3985,Senzor vs [DmE]Dreamlight,Senzor,2-1,"https://api.bar-rts.com/replays/7c624168eaa97415d56f6a3c5e376b7f,https://api.bar-rts.com/replays/106641681730617bfebce524d10cdbf7,https://api.bar-rts.com/replays/4c684168a68f1d17539b65b7a6c0e7bd","Unknown, Unknown, Unknown",37,0.4,Bo3 3985: Senzor vs [DmE]Dreamlight - Senzor wins 2-1 (37min)
Bo3_3986,Jamerz vs [DmE][teh]N08y,Jamerz,3-0,"https://api.bar-rts.com/replays/47391c6823d5b0dacf2dd2069a475d90,https://api.bar-rts.com/replays/95dd1e68d3a500d2eeb2fe1ddce0f59d,https://api.bar-rts.com/replays/2378216878a1c91c2ff18d41b7b3ebd2","Unknown, Unknown, Unknown",37,95.5,Bo3 3986: Jamerz vs [DmE][teh]N08y - Jamerz wins 3-0 (37min)
Bo3_3987,Carrion vs mld,Carrion,2-1,"https://api.bar-rts.com/replays/af7360688550b003ab97b7a71ffedb69,https://api.bar-rts.com/replays/07766068935a1badbc86c0a349f561c7,https://api.bar-rts.com/replays/f5786068848948886df616a7e1545836","Unknown, Unknown, Unknown",37,0.4,Bo3 3987: Carrion vs mld - Carrion wins 2-1 (37min)
Bo3_3988,[DmE]Mirrored vs therxy,[DmE]Mirrored,2-1,"https://api.bar-rts.com/replays/b6043568d65642409cc926a2c07852df,https://api.bar-rts.com/replays/410935689262ffb98af60217d483d27e,https://api.bar-rts.com/replays/bd0e3568bc2aa3b1b231644705be35e6","Unknown, Unknown, Unknown",37,0.7,Bo3 3988: [DmE]Mirrored vs therxy - [DmE]Mirrored wins 2-1 (37min)
Bo3_3989,LiliumAtratum vs OtsamuMasto,LiliumAtratum,3-0,"https://api.bar-rts.com/replays/dbea3f6849933cfa1bc0003b434b090b,https://api.bar-rts.com/replays/5eee3f68055b62acb23e82262ef0dc4a,https://api.bar-rts.com/replays/12f03f68553f0e6380d244ddd5809b02","Unknown, Unknown, Unknown",37,0.4,Bo3 3989: LiliumAtratum vs OtsamuMasto - LiliumAtratum wins 3-0 (37min)
Bo3_3990,Sky2kye vs Striker52,Sky2kye,3-0,"https://api.bar-rts.com/replays/23853f6835ea7a25b039dfc0beaa4bea,https://api.bar-rts.com/replays/0a893f6860d4d62b53feb0ca3deb86d2,https://api.bar-rts.com/replays/788c3f68190ca837a2897450a180e4a1","Unknown, Unknown, Unknown",37,0.5,Bo3 3990: Sky2kye vs Striker52 - Sky2kye wins 3-0 (37min)
Bo3_3991,AreYouNotEntertained vs [Crd]Joisco,[Crd]Joisco,2-1,"https://api.bar-rts.com/replays/f1cf4368ee0b2b6a748921d99065a3a4,https://api.bar-rts.com/replays/eed2436885b4ca855cf19f099935fa4f,https://api.bar-rts.com/replays/f9d6436802e17d98e662f048b3c09f90","Unknown, Unknown, Unknown",37,0.5,Bo3 3991: AreYouNotEntertained vs [Crd]Joisco - [Crd]Joisco wins 2-1 (37min)
Bo3_3992,Delfea vs Kcorp,Kcorp,3-0,"https://api.bar-rts.com/replays/91335268ad8d3ef236e3df2a75ad95bf,https://api.bar-rts.com/replays/7b3752689ac7169bfe2fe3ede090f514,https://api.bar-rts.com/replays/813b52688d791ccf902e30bdef24b4af","Unknown, Unknown, Unknown",37,0.6,Bo3 3992: Delfea vs Kcorp - Kcorp wins 3-0 (37min)
Bo3_3993,[Stud]GaMeR21a vs mgtyalx,[Stud]GaMeR21a,3-0,"https://api.bar-rts.com/replays/2b956e6831d4f30e1831af78210c683d,https://api.bar-rts.com/replays/a6986e68f598ff8e254148c85beca377,https://api.bar-rts.com/replays/5b9c6e687292811a9e52e09b71d4ae24","Unknown, Unknown, Unknown",37,0.5,Bo3 3993: [Stud]GaMeR21a vs mgtyalx - [Stud]GaMeR21a wins 3-0 (37min)
Bo3_3994,Alexi_5000 vs NoPRO_Hat_without,Alexi_5000,3-0,"https://api.bar-rts.com/replays/d5de3068ea08e18f8ed0fe597458063b,https://api.bar-rts.com/replays/cce130689a45b6f7d338e10baba6910c,https://api.bar-rts.com/replays/1650336861b37e824c97d41b370d45c0","Unknown, Unknown, Unknown",37,44.5,Bo3 3994: Alexi_5000 vs NoPRO_Hat_without - Alexi_5000 wins 3-0 (37min)
Bo3_3995,Camellll vs Yun,Camellll,3-0,"https://api.bar-rts.com/replays/e1963d68d112bcd2090ba90b6f853835,https://api.bar-rts.com/replays/82d53d68de7431179c346c13b6bc1a9a,https://api.bar-rts.com/replays/6feb3d686c2447caa2ae7b4f1bea89dd","Unknown, Unknown, Unknown",37,6.0,Bo3 3995: Camellll vs Yun - Camellll wins 3-0 (37min)
Bo3_3996,WagaD vs [ZFC]Zeteo,[ZFC]Zeteo,3-0,"https://api.bar-rts.com/replays/c6df3c688e4d06bba23fd755946fae12,https://api.bar-rts.com/replays/33e43c681871313ec5bd246ff8ef30ad,https://api.bar-rts.com/replays/56e83c6884fde8858fc7a6f6e6866647","Unknown, Unknown, Unknown",37,0.6,Bo3 3996: WagaD vs [ZFC]Zeteo - [ZFC]Zeteo wins 3-0 (37min)
Bo3_3997,Biohazard vs Snore_O,Snore_O,3-0,"https://api.bar-rts.com/replays/35473c68e7d8f45e30fc49de96a834d4,https://api.bar-rts.com/replays/ae4b3c68bdce3c69e0a3b76db015da05,https://api.bar-rts.com/replays/064f3c68c9c1fdf2eb719ffff1a9c25d","Unknown, Unknown, Unknown",37,0.6,Bo3 3997: Biohazard vs Snore_O - Snore_O wins 3-0 (37min)
Bo3_3998,Raider vs [DmE]Hellontoast,Raider,3-0,"https://api.bar-rts.com/replays/f9ac2268301b7902b889389d5f33d883,https://api.bar-rts.com/replays/f0b022680a621201b78fafed1a409017,https://api.bar-rts.com/replays/eab7226851bdcf667c81c5b437686d41","Unknown, Unknown, Unknown",37,0.8,Bo3 3998: Raider vs [DmE]Hellontoast - Raider wins 3-0 (37min)
Bo3_3999,DrSen vs [DmE]Mirrored,[DmE]Mirrored,3-0,"https://api.bar-rts.com/replays/88b66e68996677669f58c2ebdd30fdd3,https://api.bar-rts.com/replays/aebf6e687c2fffb1e6a9be563b152397,https://api.bar-rts.com/replays/71c36e68bcdcdcd9ae960d8310ba775a","Unknown, Unknown, Unknown",37,0.9,Bo3 3999: DrSen vs [DmE]Mirrored - [DmE]Mirrored wins 3-0 (37min)
Bo3_4000,Blackmelon vs [DmE]C3BO,Blackmelon,2-1,"https://api.bar-rts.com/replays/49a90b68cd8eeadb9761da0d3a1a6133,https://api.bar-rts.com/replays/30ac0b68a4ff8609b8ee2da4e02d1b43,https://api.bar-rts.com/replays/75b20b68279b2c8a97ee1f12d82b3088","Unknown, Unknown, Unknown",37,0.7,Bo3 4000: Blackmelon vs [DmE]C3BO - Blackmelon wins 2-1 (37min)
Bo3_4001,Hat_without_head vs [DmE]Yun,Hat_without_head,2-1,"https://api.bar-rts.com/replays/4d1d64688de514272a4c78fb5d13671c,https://api.bar-rts.com/replays/f01e6468625814050f6a4b5df70109f4,https://api.bar-rts.com/replays/b7676568066b00166799f3f6d2fb2d43","Unknown, Unknown, Unknown",37,23.5,Bo3 4001: Hat_without_head vs [DmE]Yun - Hat_without_head wins 2-1 (37min)
Bo3_4002,BravenRaven vs ZynOoo,ZynOoo,3-0,"https://api.bar-rts.com/replays/eedd046891ba7c526c9a15f9ee68ef49,https://api.bar-rts.com/replays/66e30468633f319773b0c1f5625be205,https://api.bar-rts.com/replays/86e704683a086153f3ce28d30cc5efbe","Unknown, Unknown, Unknown",37,0.7,Bo3 4002: BravenRaven vs ZynOoo - ZynOoo wins 3-0 (37min)
Bo3_4003,[Blahaj]Victoria vs [Blahaj]varunda,[Blahaj]Victoria,3-0,"https://api.bar-rts.com/replays/d9c13f683ee2cec44ee6bd75cb624ff8,https://api.bar-rts.com/replays/2ac93f68f6962fb533d5ec030015a2c1,https://api.bar-rts.com/replays/18d03f68e9777b356a158e9e1295c5ca","Unknown, Unknown, Unknown",37,1.0,Bo3 4003: [Blahaj]Victoria vs [Blahaj]varunda - [Blahaj]Victoria wins 3-0 (37min)
Bo3_4004,Hellontoast vs Not_PRO_MrParallax,Not_PRO_MrParallax,2-1,"https://api.bar-rts.com/replays/833d0a6843e13998068c2f9f3a85f28a,https://api.bar-rts.com/replays/6a630b684bfa7b94fb83759afe2b84cb,https://api.bar-rts.com/replays/b9680b688b1630e2b2210276629fac52","Unknown, Unknown, Unknown",37,21.3,Bo3 4004: Hellontoast vs Not_PRO_MrParallax - Not_PRO_MrParallax wins 2-1 (37min)
Bo3_4005,MCIntosh vs bsb02,MCIntosh,2-1,"https://api.bar-rts.com/replays/d0402e68d972d269d307239f04bdce04,https://api.bar-rts.com/replays/dd432e68bd77719858d8d416dbb36ed9,https://api.bar-rts.com/replays/7a472e6861373d53ea78b7de75fa416d","Unknown, Unknown, Unknown",37,0.5,Bo3 4005: MCIntosh vs bsb02 - MCIntosh wins 2-1 (37min)
Bo3_4006,Mitvit vs Raider,Mitvit,3-0,"https://api.bar-rts.com/replays/d44523683ec71074555e72c12a59d688,https://api.bar-rts.com/replays/43482368d72b191f0348ce764fe56cf7,https://api.bar-rts.com/replays/2c4e2368f0977fed3f23d836583f7d4c","Unknown, Unknown, Unknown",37,0.6,Bo3 4006: Mitvit vs Raider - Mitvit wins 3-0 (37min)
Bo3_4007,BloodyVirgin vs [Crd]BalRockY,[Crd]BalRockY,3-0,"https://api.bar-rts.com/replays/2ef43168276f7ddfc6049c1efb86f9d7,https://api.bar-rts.com/replays/1df931681ca2874fff5ce08feb3f9a81,https://api.bar-rts.com/replays/29fc3168fc53fc63b05bd210174b91c9","Unknown, Unknown, Unknown",37,0.6,Bo3 4007: BloodyVirgin vs [Crd]BalRockY - [Crd]BalRockY wins 3-0 (37min)
Bo3_4008,Raider vs _o[]]o_,Raider,2-1,"https://api.bar-rts.com/replays/4db34d6849ba6963fbe5e95cb73f5049,https://api.bar-rts.com/replays/06b74d68eb0fcd9345b1e5110b4b9806,https://api.bar-rts.com/replays/df285268a882ddd9022a1bbc38b8b96c","Unknown, Unknown, Unknown",37,81.2,Bo3 4008: Raider vs _o[]]o_ - Raider wins 2-1 (37min)
